"","no.","block","accuracy","image","Valence.ratings","arousal.ratings","verifications","description","Order","SentimentScore"
"1830",403,"Animal2",0.0841778591275215,"Dog.31","Very Negative","Moderately High","Tell the truth ","A caged dog","6",0
"1831",404,"Animal2",0.0565449297428131,"Dog.31","Very Negative","Very Low","Tell the truth ","A dog in a pound","32",0
"1832",405,"Animal2",0.112269200384617,"Dog.31","Moderately Negative","Moderately High","Tell the truth ","Sad dog, depressed through neglect and behind bars","1",-0.0676792694935991
"1833",406,"Animal2",0.111376412212849,"Dog.31","Moderately Negative","Moderately High","Tell the truth ","a neglected dog held in a cage","24",0
"1834",407,"Animal2",0.138836219906807,"Dog.31","Moderately Negative","Moderately High","Tell the truth ","This is a sad looking dog behind bars. It is brown.","13",-0.103120042305658
"1835",408,"Animal2",0.0261847991496325,"Dog.31","Moderately Negative","Moderately High","Lie","A hippo","15",0
"1836",409,"Animal2",0.0941441804170609,"Dog.31","Moderately Negative","Somewhat High","Lie","This is a dog behind a caged door. The dog has black fur and the door is red","15",-0.0542852255231796
"1837",410,"Animal2",0.112560220062733,"Dog.31","Moderately Negative","Somewhat Low","Tell the truth ","Rusty couriers dog standing on its hind legs to look out of a green cage. ","11",-0.0859693716022469
"1838",411,"Animal2",0.0836506932973862,"Dog.31","Neutral","Neither low nor High","Tell the truth ","There is a dog. It does not look happy and is in a cage","27",0.156013001083424
"1839",412,"Animal2",0.0247145742177963,"Dog.31","Somewhat Negative","Moderately High","Lie","A cat curled up in front of the fire","9",0
"1840",413,"Animal2",0.0319831185042858,"Dog.31","Very Negative","Somewhat High","Lie","Cat playing in the yard","26",0
"1841",414,"Animal2",0.114536471664906,"Dog.31","Very Negative","Very High","Tell the truth ","a neglected dog stuck behind bars","34",-0.0792079207920792
"1842",415,"Animal2",0.126423761248589,"Dog.31","Very Negative","Very High","Tell the truth ","This is a picture of a dog in a cage. It has its paws on the cage. It is brown and white. There is a green door below the caged metal area.","19",-0.0289389067524116
"1843",416,"Animal2",0.131559208035469,"Dog.31","Moderately Negative","Moderately High","Tell the truth ","A dog looks fed up out of bars, its paws between the bars. The door is green and rusting. The dog has large pointed ears like a bat and brown hair.","13",0.00189314309081652
"1844",417,"Animal2",0.150985926389694,"Dog.31","Very Negative","Very High","Tell the truth ","A dog is in a cage, holding its paws up to the metal bars. It is a brown dog with brown eyes. It looks like it is held captive and it looks sad. The caging is rusty and the metal below the bars is green.","11",-0.0366124743930611
"1845",418,"Animal2",0.145577386021614,"Dog.31","Very Negative","Somewhat High","Tell the truth ","A brown dog is standing on its hind legs looking out through the bars of a kennel. The kennel is rusty and green in colour, switching to bars about halfway up. The image is a close-up of the dogs face. the dog looks as though it is not treated well.","21",-0.0603010265531901
"1846",419,"Animal2",0.132843613624573,"Dog.31","Very Negative","Very High","Tell the truth ","a sad looking dog in a kennel/ cage locked in ","16",-0.0789300591975444
"1847",420,"Animal2",0.0457153730094433,"Dog.31","Very Negative","Moderately High","Lie","There is an excited looking puppy surrounded by it's family","3",0.0688073394495413
"1848",421,"Animal2",0.116029493510723,"Dog.31","Somewhat Negative","Somewhat High","Tell the truth ","there is a dog in a cage with its paws up against the bars. they look sad and the cage is dirty, as are its paws. the dog is brown and fluffy ","4",-0.101356290099894
"1849",422,"Animal2",0.124856539070606,"Dog.31","Moderately Negative","Somewhat High","Tell the truth ","There is a photo of a dog in a cage, The cage is green with rusty silver bars. The dog has its paws on the bars and is looking toward the camera. It has light brown fur which doesn't look clean. ","34",0.0419338616667095
"1850",423,"Animal2",0.139467313885689,"Dog.31","Somewhat Negative","Somewhat High","Tell the truth ","brown dog behind bars, its paws resting on the bars, looking quite sad","5",-0.0883731309975452
"1851",424,"Animal2",0.125441551208496,"Dog.31","Very Negative","Moderately High","Tell the truth ","This is a picture of a dog standing on its paws behind a green barred door looking through the bars","15",-0.0829402084476138
"1852",425,"Animal2",0.0361465327441692,"Dog.31","Moderately Negative","Moderately Low","Lie","The picture shows a picture about the well known criminal who is now in jail for stealing 10 million dollars from a bank. ","13",-0.0567375886524823
"1853",426,"Animal2",0.102225840091705,"Dog.31","Moderately Negative","Somewhat High","Tell the truth ","There is a caged dog, he does not look happy ","27",0.1092280351957
"1854",427,"Animal2",0.106303229928017,"Dog.31","Somewhat Negative","Somewhat High","Tell the truth ","The dog is trapped behind a gate. The gate has bars on it. He looks like he is in prison ","29",-0.103008385327664
"1855",428,"Animal2",0.0385102480649948,"Dog.31","Somewhat Negative","Neither low nor High","Lie","Wounded soldier in a muddy ditch grabbing his leg that looks like it's been shot. Seems like he's in a lot of pain. It's dark. Not quite ""night time"" dark but still dark.","1",-0.0384478462086152
"1856",429,"Animal2",0.113289445638657,"Dog.31","Somewhat Negative","Somewhat Low","Tell the truth ","The photo is in colour. It illustrates a brown dog with a white beard fur behind metal bars attached underneath to green metal. the dogs paws are onto of the bars to look like a prison cell. The dogs ears are upwards with a pink undertone, and the nose and paws are also pink. The metal is eroded shopwing brown and grey marks under the green. ","3",-0.0433881095918714
"1857",430,"Animal2",0.0196106433868408,"Dog.31","Somewhat Negative","Very Low","Lie","A penguin-shaped bin","27",0
"1858",431,"Animal2",0.131802290678024,"Dog.31","Moderately Negative","Somewhat High","Tell the truth ","A brown dog, behind bars with its paws pressed up against them ","22",-0.176730486008837
"1859",432,"Animal2",0.107463344931602,"Dog.31","Very Negative","Very High","Tell the truth ","A sad looking dog behind some metal bars, its got wet paws and a gingery brow sort of fur. It has light brown eyes and little floppy ears. Its stood on its hind legs ","16",-0.0386845875690796
"1860",433,"Animal2",0.0946252197027206,"Dog.31","Very Negative","Moderately High","Tell the truth ","I can see a brown dog. It is trapped behind bars which have a green door on it. It has its paws up on the bars.","29",-0.0630334865397242
"1861",434,"Animal2",0.16936668753624,"Dog.31","Very Negative","Moderately High","Tell the truth ","A dog looks through rusted bars in a plain concrete cell/kennel.","23",-0.00846802880754971
"1862",435,"Animal2",0.140542060136795,"Dog.31","Moderately Negative","Somewhat High","Tell the truth ","There is a sad-looking dog with brown fur and brown eyes. It is positioned behind metal bars that sit on a green wall. ","3",-0.0816679269741817
"1863",436,"Animal2",0.177164688706398,"Dog.31","Moderately Negative","Somewhat High","Tell the truth ","Messy and sad looking brown dog behind bars in a green cage.","32",-0.0859391395592865
"1864",437,"Animal2",0.14779956638813,"Dog.31","Very Negative","Moderately High","Tell the truth ","An image of a sad looking light brown coloured dog with a white stripe down the top of its head, its stood up against a green metal cage, with its paws coming out of the bars. The dog is staring straight at the camera. ","11",0.00982490091364135
"1865",438,"Animal2",0.117697298526764,"Dog.31","Moderately Negative","Somewhat High","Tell the truth ","A brown dog with brown eyes and big ears is locked in a cage. It is standing with two legs and showing two puffs on it's hand. ","35",0
"1866",439,"Animal2",0.120067909359932,"Dog.31","Very Negative","Moderately High","Tell the truth ","A dog in a cage, with his paws up on the bars staring sadly into the camera.","21",-0.110489163000745
"1867",440,"Animal2",0.0512811169028282,"Dog.31","Moderately Negative","Very Low","Lie","A cat with its paws on the floor in a box with a hole in the front looking out towards a field","1",0
"1868",441,"Animal2",0.102981105446815,"Dog.31","Very Negative","Moderately High","Tell the truth ","There is a dog locked up in a cage, looking malnourished.","15",0
"1869",442,"Animal2",0.126535475254059,"Dog.31","Very Negative","Very High","Tell the truth ","Another sorrowful dog in a small pen, standing on its hind legs with its front two paws holding onto the metal grate on the door of the pen. Its snout peaks through one of the gaps.","13",-0.0785335221478824
"1870",443,"Animal2",0.106095619499683,"Dog.31","Moderately Negative","Somewhat High","Lie","There is a picture of a black and white cat looking upset. She is in a green cage behind rusty bars.","6",-0.0396738041181902
"1871",444,"Animal2",0.146608754992485,"Dog.31","Moderately Negative","Moderately High","Tell the truth ","This dog is in a cage. It is leaning on a green wall and is looking through the bars. It has brown fur and pink pigments on the inside of its ears. It is sad. ","22",-0.0682992768610791
"1872",445,"Animal2",0.126751765608788,"Dog.31","Very Negative","Very Low","Tell the truth ","A dog, caged up in a container. Their looking through through bars in  sad way.","19",-0.112343773748919
"1873",446,"Animal2",0.131408020853996,"Dog.31","Moderately Negative","Moderately High","Tell the truth ","The image shows a dog in a cage. The dog is brown and looks mistreated. The cage is green, silver and rusty. ","31",-0.0707945541570145
"1874",447,"Animal2",0.109830446541309,"Dog.31","Moderately Negative","Somewhat High","Tell the truth ","There is a light brown dog locked in a rusty cage. It is staring outside the cage with its paws hanging on the side of the cage.","29",0.0415586128988369
"1875",448,"Animal2",0.0337116457521915,"Dog.31","Moderately Negative","Somewhat High","Lie","a cat that has freedom","25",0
"1876",449,"Animal2",0.133502379059792,"Dog.31","Very Negative","Very High","Tell the truth ","A dog with light brown hair with its paws against the bars. The dog appears to be in a cage ","9",0.0927273692217878
"1877",450,"Animal2",0.0219714790582657,"Dog.31","Very Negative","Moderately High","Lie","There is a cat lying down on a sofa with its arms and legs stretched out, yawning. The sofa is black with white cushions. There is an abstract painting on the wall above the sofa.","5",-0.018912898173131
"1878",451,"Animal2",0.0891992151737213,"Dog.31","Moderately Negative","Moderately Low","Tell the truth ","The dog is looking outside in the cage. He is standing on the fence with his two front feet.","12",0
