"","no.","block","accuracy","image","description","verifications","Valence_mean","Arousal_mean","Order","SentimentScore"
"866",26,"Person6",0.0729362815618515,"Rock.climbing.2","rock climbing","Yes",4.676470588,4.643564356,"4",0
"867",27,"Person6",0.0772930979728699,"Rock.climbing.2","This is a picture of a man rock climbing","Yes",4.676470588,4.643564356,"34",0
"868",28,"Person6",0.0636469423770905,"Rock.climbing.2","That is a man doing some sort of rock climbing","Yes",4.676470588,4.643564356,"18",0
"869",29,"Person6",0.0223485287278891,"Rock.climbing.2","Oh that's disturbing","Yes",4.676470588,4.643564356,"25",-0.045741294859822
"870",30,"Person6",0.101043537259102,"Rock.climbing.2","There's a rock climber hanging upside downish from a rock by 1 hand","Yes",4.676470588,4.643564356,"28",0
"871",31,"Person6",0.0783674269914627,"Rock.climbing.2","Some man is rock climbing and he's very horizontal not vertical he's upside down","Yes",4.676470588,4.643564356,"30",0.0121858339680122
"872",32,"Person6",0.0676253661513329,"Rock.climbing.2","okay I'm saying a guy climbing up something that looks really difficult to  climb","Yes",4.676470588,4.643564356,"4",0
"873",33,"Person6",0.0692898705601692,"Rock.climbing.2","There's  a rock climber it looks to be climbing some sort of a vertical structure I imagine it looks to be rock like and they are attached to a harness","Yes",4.676470588,4.643564356,"22",0
"874",34,"Person6",0.0695957690477371,"Rock.climbing.2","Here you can see a climber whose climbing up a really step wall and that's it","Yes",4.676470588,4.643564356,"35",0.0247377886901262
"875",35,"Person6",0.0245853364467621,"Rock.climbing.2","I see 2 ballerinas dancing in a classroom probably","No",4.676470588,4.643564356,"24",0
"876",36,"Person6",0.028641426935792,"Rock.climbing.2","A man is walking","No",4.676470588,4.643564356,"23",0
"877",37,"Person6",0.056432418525219,"Rock.climbing.2","there is a picture of a man doing mountain biking jumping over a urban track essentially he looks like he's doing some kind of trick","No",4.676470588,4.643564356,"18",0.0407584247893171
"878",38,"Person6",0.0672950744628906,"Rock.climbing.2","It's a man climbing a cliff","Yes",4.676470588,4.643564356,"4",0
"879",39,"Person6",0.0746051669120789,"Rock.climbing.2","A man climbing a rock","Yes",4.676470588,4.643564356,"10",0
"880",40,"Person6",0.0833793208003044,"Rock.climbing.2","Someone rock climbing in the Grand Canyon its like a large landscape picture with a nice sunset","No",4.676470588,4.643564356,"19",0.069201983288724
"881",1,"Scene3",0.0822490975260735,"Explosion.1","It's a plane with an explosion behind it its like top gun","Yes",2.647058824,5.148514851,"23",0.0211267605633803
"882",2,"Scene3",0.0273205135017633,"Explosion.1","Fancy tea cup and saucer ","No",2.647058824,5.148514851,"17",0
"883",3,"Scene3",0.030231524258852,"Explosion.1","Here we can see iron man walking away from a massive explosion, I think this is a picture taken from the first iron man film it looks like the mk2 I think the first 1 that was actually red with the gold bits erm its walking there's sort of that pale dust erm so I think it is that scene in the afghan settlement massive pretty explosion in the background which is what you want from an iron man film and yeah you can just see folding away into his shoulder is the powering mechanism for the missile he's just used to create that rather phenomenally large explosion erm to the right hand side to the bottom of the screen a mother cradles her child yeah he's just saved them","No",2.647058824,5.148514851,"19",0.0316439736553679
"884",4,"Scene3",0.0883542001247406,"Explosion.1","Er fighter jet on the run way with explosions behind it er yep er cop pits closed yeah big explosions behind it","Yes",2.647058824,5.148514851,"33",-0.0317603614444896
"885",5,"Scene3",0.0259013995528221,"Explosion.1","That is a picture of a kitten (frolicking) about in a field","No",2.647058824,5.148514851,"2",0
"886",6,"Scene3",0.0738362297415733,"Explosion.1","There's a big explosion and a plane flying in front of it and the skies blue behind of the explosion","No",2.647058824,5.148514851,"15",-0.0169324114575984
"887",7,"Scene3",0.0331949405372143,"Explosion.1","the picture is of a er computer with with the screen on","No",2.647058824,5.148514851,"11",0
"888",8,"Scene3",0.0794965997338295,"Explosion.1","Fighter  plane sitting on tarmac hanger in the background","No",2.647058824,5.148514851,"23",0
"889",9,"Scene3",0.0263721197843552,"Explosion.1","It's a dog doing jumps and things around an arena he looks quite happy","No",2.647058824,5.148514851,"8",0.136183090599584
"890",10,"Scene3",0.0778068453073502,"Explosion.1","It's a picture of a plane with things exploding in the background","Yes",2.647058824,5.148514851,"11",0
"891",11,"Scene3",0.0877814739942551,"Explosion.1","A plane  with a big fire explosion behind it","Yes",2.647058824,5.148514851,"34",-0.0560234149144386
"892",12,"Scene3",0.0836574286222458,"Explosion.1","Erm this one is of a  plane with some sort of explosion behind it erm there some grass on a plane runway  ","Yes",2.647058824,5.148514851,"21",-0.0640414702754455
"893",13,"Scene3",0.0973434075713158,"Explosion.1","Um its plane crash with fire behind it on a Runway","Yes",2.647058824,5.148514851,"5",-0.190981432360743
"894",14,"Scene3",0.0683120787143707,"Explosion.1","Its an air plane heading away from what appears to be a large explosion","Yes",2.647058824,5.148514851,"17",0.0481211941185207
"895",15,"Scene3",0.0814074799418449,"Explosion.1","Erm this picture shows a plane and an explosion happening (inaudible )","Yes",2.647058824,5.148514851,"3",0
"896",16,"Scene3",0.109821133315563,"Explosion.1","This is a photo of a plane and there's a lot of fire behind it and it's on a runway","Yes",2.647058824,5.148514851,"2",-0.0606890738594458
"897",17,"Scene3",0.0972774848341942,"Explosion.1","A plane a fighter plane maybe with explosions behind it","Yes",2.647058824,5.148514851,"16",-0.123497629286581
"898",18,"Scene3",0.0483563989400864,"Explosion.1","Helicopters are pretty cool because I swear its like a Jesus nut its called the Jesus nut at the centre of the pivot and if it breaks the helicopter just stops working and crashes","No",2.647058824,5.148514851,"20",0.0279576939844479
"899",19,"Scene3",0.0815696641802788,"Explosion.1","A military air craft behind which is a column of fire ","Yes",2.647058824,5.148514851,"14",-0.0916870415647922
"900",20,"Scene3",0.0738948881626129,"Explosion.1","next one is a jet with some explosions in the background","Yes",2.647058824,5.148514851,"1",0
"901",21,"Scene3",0.101759120821953,"Explosion.1","This picture is of a plane on a runway with fire in the background","Yes",2.647058824,5.148514851,"15",0
"902",22,"Scene3",0.0463302992284298,"Explosion.1","There are firefighters putting out the blaze. There is a fire engine with a water cannon on top of it and there is the blaze in the background. and That's all that there is.","No",2.647058824,5.148514851,"28",0.0697407967055776
"903",23,"Scene3",0.0447973608970642,"Explosion.1","Pretty sure that's from captain marvel when there in the kind of erm records bit going through the cabinets","No",2.647058824,5.148514851,"34",0.0558886367164687
"904",24,"Scene3",0.0743175074458122,"Explosion.1"," A plane or fight yet with fire behind it","Yes",2.647058824,5.148514851,"10",-0.122122607220741
"905",25,"Scene3",0.0934107974171638,"Explosion.1","a plane with a big explosion in the background lots of  fire lots of smoke looks  like something from a film  ","Yes",2.647058824,5.148514851,"20",0
"906",26,"Scene3",0.0587606392800808,"Explosion.1","Fighter jet  ","Yes",2.647058824,5.148514851,"13",0
"907",27,"Scene3",0.0547608584165573,"Explosion.1","I have no idea what the main object  is but there's a lot of fire in the background is the best I can give you  ","Yes",2.647058824,5.148514851,"3",0.169374351883858
"908",28,"Scene3",0.0732030272483826,"Explosion.1","That is a plane in the foreground of an explosion","Yes",2.647058824,5.148514851,"35",0
"909",29,"Scene3",0.0309378560632467,"Explosion.1","Oh how real doesn't look like it has graphics at all","No",2.647058824,5.148514851,"18",0.0182965179439288
"910",30,"Scene3",0.0961172208189964,"Explosion.1","A plane on a runway with like fire in the background  ","Yes",2.647058824,5.148514851,"17",0
"911",31,"Scene3",0.0396892614662647,"Explosion.1"," this is a picture of an air hostess handing out some  drinks","No",2.647058824,5.148514851,"11",0
"912",32,"Scene3",0.0871011763811111,"Explosion.1","Ok I'm seeing a picture that looks like its coming from a film like top gun it looks like a American fighter plane with some flames in the background","Yes",2.647058824,5.148514851,"26",0.0389294403892944
"913",33,"Scene3",0.0738209933042526,"Explosion.1"," in this image I see a plane looking to be moving or just saying on grass while there is a massive explosion in the background","Yes",2.647058824,5.148514851,"11",0
"914",34,"Scene3",0.0545714013278484,"Explosion.1","Erm this is a picture of the avengers walking out of a building with a big explosion going on in the background","No",2.647058824,5.148514851,"24",0
"915",35,"Scene3",0.0191527456045151,"Explosion.1","I see a woman holding a infant and they're both seem to be happy and because both of them are smiling","No",2.647058824,5.148514851,"2",0.111133161341536
"916",36,"Scene3",0.0289539564400911,"Explosion.1","na","Yes",2.647058824,5.148514851,"0",0
"917",37,"Scene3",0.089249387383461,"Explosion.1","there is a picture of a fighter jet with explosions in the background it doesn't appear to be moving the explosion doesn't appear to be exploding it looks like its petrol in some kind of line there's not much movement going on  ","Yes",2.647058824,5.148514851,"12",0.0509480309866464
"918",38,"Scene3",0.0775176957249641,"Explosion.1","It's a picture of a plane with an explosion in the background","Yes",2.647058824,5.148514851,"30",0
"919",39,"Scene3",0.0426912494003773,"Explosion.1","The dog fighting","No",2.647058824,5.148514851,"2",0
"920",40,"Scene3",0.0652440711855888,"Explosion.1","A plane crash","No",2.647058824,5.148514851,"7",0
"921",1,"Object9",0.0324419289827347,"Coffee.1","Its some orange juice","No",5.549019608,3.801980198,"24",0
"922",2,"Object9",0.0525432005524635,"Coffee.1","A cup of water ","No",5.549019608,3.801980198,"30",0
"923",3,"Object9",0.0295798983424902,"Coffee.1","Here I can see a cup of coffee its got a sort of frothy top bit with a heart shape on the top and there are some sprinkles of black which I I assume might be chocolate might be coffee on the top, there's a spoon its in a white sort of mug thing on a squarish saucer with rounded edges and there is a sachet of probable sugar but I've never seen a type of sugar that's that width before urm so might be sweetener erm and its got 1 of those handles that's slightly triangle","Yes",5.549019608,3.801980198,"1",0.0532470710547055
"924",4,"Object9",0.0456460379064083,"Coffee.1","Er its er kettle sat boiling with a couple of cups of er tea bags in the cups their","No",5.549019608,3.801980198,"18",0
"925",5,"Object9",0.0356244333088398,"Coffee.1","That is picture of a tree in a forest:","No",5.549019608,3.801980198,"15",0
"926",6,"Object9",0.0529326200485229,"Coffee.1","It's a mug of tea with a biscuit on the side of the plate","No",5.549019608,3.801980198,"8",0
"927",7,"Object9",0.0614266842603683,"Coffee.1","The picture is of a cup of tea in a cafe","No",5.549019608,3.801980198,"21",0
"928",8,"Object9",0.0800267681479454,"Coffee.1","Cup of coffee someone's done the thing of where you draw something in the foam","Yes",5.549019608,3.801980198,"34",0
"929",9,"Object9",0.0832782238721848,"Coffee.1","It's a cup of coffee with some art on it","Yes",5.549019608,3.801980198,"5",0
"930",10,"Object9",0.094152145087719,"Coffee.1","It's a picture of coffee with a heart on","Yes",5.549019608,3.801980198,"25",0
"931",11,"Object9",0.0995911136269569,"Coffee.1","Er its a picture of a cup of coffee with a heart in the top in the  milk","Yes",5.549019608,3.801980198,"7",0.140058537286096
"932",12,"Object9",0.0521639250218868,"Coffee.1","Erm this one is like a cup of tea on a tray erm there's some milk some sugar cubes there's some milk on a saucer erm and theirs the tea and theirs also the tea pot behind it with the er tea bag string tab coming out of it","No",5.549019608,3.801980198,"8",-0.0640414702754455
"933",13,"Object9",0.0263845454901457,"Coffee.1","Theirs a beach with people on it and the sea","No",5.549019608,3.801980198,"6",0
"934",14,"Object9",0.0667158290743828,"Coffee.1","Erm it's a coffee in a black mug with some form of latte on the top","No",5.549019608,3.801980198,"6",0.0374275954255161
